id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
741,MANDOLIN,INSTRUMENT,NAPLES,MUSICAL,STRINGS,PLUCKING
742,CATFISHING,PROFILE,FAKE,SCAM,DATING,IDENTITY
743,PANETTONE,CHRISTMAS,SWEET,CANDIED,RAISINS,MILAN
744,GHOSTBUSTERS,FILM,GHOSTCATCHERS,SLIMER,MARSHMALLOW,PROTON
745,PALEOLITHIC,ERA,MAN,PRIMITIVE,STONE,PREHISTORY
746,KARAOKE,SINGING,MICROPHONE,TEXT,VENUE,MUSIC
747,NOSTALGIA,PAST,MEMORY,FEELING,MELANCHOLY,TIME
748,QUARTERBACK,FOOTBALL,AMERICAN,BALL,THROW,TEAM
749,PANDEMIC,VIRUS,WORLDWIDE,CONTAGION,EMERGENCY,COVID
750,ORIGAMI,PAPER,FOLDS,JAPANESE,ART,CRANE
751,BITCOIN,CRYPTOCURRENCY,DIGITAL,COIN,BLOCKCHAIN,INVESTMENT
752,SPONGY,CONSISTENCY,SOFT,ABSORBENT,POROSITY,FABRIC
753,ARCHIMEDES,MATHEMATICIAN,EUREKA,BATHTUB,PYTHAGORAS,SYRACUSE
754,RISOTTO,RICE,CREAMED,CREAMY,MILANESE,DISH
755,MATRYOSHKA,RUSSIAN,DOLL,CONTAINER,NESTING,WOOD
756,GONDOLA,VENICE,CANAL,BOAT,GONDOLIER,WATER
757,TATAMI,JAPANESE,FLOOR,DOJO,TRADITIONAL,MAT
758,ADRENALINE,HORMONE,EXCITEMENT,FEAR,DANGER,THRILL
759,ETIQUETTE,RULES,MANNERS,BEHAVIOR,FORMALITY,EDUCATION
760,ASTRONAUT,SPACE,SUIT,MISSION,SPACECRAFT,FLYING
761,SUNSET,SUN,EVENING,HORIZON,RED,TWILIGHT
762,HIEROGLYPHIC,EGYPT,ANCIENT,SYMBOLS,WRITING,PHARAOHS
763,MENHIR,STONE,VERTICAL,ANCIENT,CELTS,MEGALITH
764,OUT_OF_TUNE,MUSIC,NOTE,WRONG,VOICE,DISHARMONY
765,CONFETTI,WEDDING,FAVORS,ALMONDS,COLORFUL,THROWING
766,BURLESQUE,SHOW,SEXY,FEATHERS,CABARET,IRONY
767,ANAGRAM,LETTERS,WORD,COMPOSE,MIXING,GAME
768,STORM,RAIN,WIND,THUNDER,LIGHTNING,WEATHER
769,SUPERCAZZOLA,WORDS,WITHOUT,SENSE,MONICELLI,FRIENDS
770,BABYSITTER,CHILDREN,WATCHING,CARING,EVENING,PARENTS
771,FRITTER,FRIED,CARNIVAL,SWEET,BATTER,SUGAR
772,EAVESDROPPING,HIDDEN,LISTENING,CURIOSITY,SPYING,DOOR
773,PATERNOSTER,ELEVATOR,CABIN,CONTINUOUS,MOVEMENT,ANCIENT
774,JUKEBOX,MUSIC,COIN,SELECTION,RETRO,VINYL
775,NAP,SLEEPING,BRIEF,AFTERNOON,REST,SLEEP
776,GRAVEDIGGER,CEMETERY,BURIAL,TOMB,DEAD,WORK
777,SAPPHIRE,GEM,BLUE,PRECIOUS,JEWEL,STONE
778,CLAUSTROPHOBIA,FEAR,SPACES,CLOSED,ELEVATOR,ANXIETY
779,EGGPLANT,VEGETABLE,PURPLE,PARMIGIANA,VEGETABLE,PANATA
780,TATTOO_ARTIST,DRAWING,SKIN,INK,NEEDLE,STUDIO
781,BARITONE,VOICE,MALE,OPERA,SINGING,TONE
782,PARMIGIANO,CHEESE,REGGIANO,GRATING,PASTA,AGED
783,CAPPUCCINO,COFFEE,MILK,BREAKFAST,FOAM,ITALIAN
784,BAKLAVA,DESSERT,TURKISH,HONEY,PISTACHIOS,LEAVES
785,FLAMENCO,DANCE,SPAIN,GUITAR,PASSION,CASTANETS
786,JOKE,LAUGHING,STORY,COMIC,TELLING,PUNCHLINE
787,RASPBERRY,FRUIT,RED,FOREST,SWEET,SMALL
788,KITESURF,SPORT,BOARD,KITE,SEA,WIND
789,PORCELAIN,CERAMIC,FRAGILE,PRECIOUS,FINE,CUP
790,PICKLE,PRESERVE,VEGETABLES,VINEGAR,JAR,SWEET_AND_SOUR
791,SKYSCRAPER,TALL,BUILDING,FLOOR,CITY,SKYLINE
792,SIESTA,LITTLE_REST,SIESTA,AFTERNOON,SLEEPING,BRIEF
793,PUZZLE,PROBLEM,DIFFICULT,SOLUTION,STINK,GAME
794,PARAGLIDING,FLYING,MOUNTAIN,AIR,LAUNCH,SPORT
795,CAMELOT,CASTLE,ARTHUR,KNIGHTS,TABLE,ROUND
796,BAYONET,RIFLE,WEAPON,BLADE,WAR,SOLDIER
797,ABRACADABRA,MAGIC,FORMULA,MAGICIAN,WORD,SPELL
798,BAGPIPE,INSTRUMENT,SCOTTISH,WIND,MUSIC,BAG
799,ESKIMO,JACKET,COLD,HOOD,WINTER,FUR
800,UKULELE,INSTRUMENT,SMALL,GUITAR,HAWAII,STRINGS
801,YOGURT,MILK,FERMENTS,BREAKFAST,WHITE,CREAMY
802,PAPARAZZI,PHOTO,CELEBRITY,GOSSIP,HIDDEN,MAGAZINE
803,PIROUETTE,SPIN,BALLET,DANCE,ROTATION,SKATING
804,XYLOPHONE,INSTRUMENT,MUSICAL,STICKS,WOOD,PERCUSSION
805,FAN,AIR,HOT,SUMMER,WAVING,HAND
806,BRADYSEISM,PHENOMENON,GROUND,LOWERING,RISING,SLOW
807,EQUINOX,DAY,NIGHT,SEASON,ASTRONOMY,SUN
808,LENT,PERIOD,EASTER,RELIGIOUS,FASTING,CHRISTIAN
809,TALEGGIO,CHEESE,SMELL,SOFT,RIND,LOMBARDY
810,EQUATOR,EARTH,LINE,HEMISPHERE,TROPICAL,HOT
811,BRACELET,JEWELRY,WRIST,WEARING,CHARM,HAND
812,SPRINGBOARD,JUMPING,ELASTIC,POOL,OLYMPICS,HEIGHT
813,DEPOSIT,PAYMENT,ADVANCE,COMPLETE,DOWN_PAYMENT,SALE
814,MARITOZZO,SWEET,CREAM,ROMAN,BREAKFAST,PASTRY
815,TURKEY,BIRD,CHRISTMAS,MEAT,AMERICAN,THANKSGIVING
816,BAROQUE,STYLE,ART,CENTURY,ARCHITECTURE,DECORATION
817,JAR,GLASS,PRESERVE,CONTAINER,CLOSURE,KITCHEN
818,CAVIAR,EGGS,FISH,LUXURY,BLACK,PRECIOUS
819,CONFETTI,CARNIVAL,PARTY,COLORFUL,THROWING,PAPER
820,STORK,BIRD,NEWBORN,CARRYING,NEST,LONG
821,PARACHUTE,FALLING,SKY,OPENING,JUMP,SAFETY
822,HAMSTER,ANIMAL,WHEEL,CAGE,SMALL,DOMESTIC
823,AVOCADO,FRUIT,GREEN,GUACAMOLE,EXOTIC,TOAST
824,TSUNAMI,WAVE,GIANT,SEA,DISASTER,JAPAN
825,DOMOTICS,HOUSE,TECHNOLOGY,SMART,AUTOMATING,CONTROL
826,PAPARAZZI,PHOTOGRAPHERS,FAMOUS,CELEBRITIES,PHOTOS,GOSSIP
827,STORM,SEA,TEMPEST,WIND,WAVES,NAVIGATION
828,BAR,SNACK,ENERGETIC,CEREALS,CHOCOLATE,EATING
829,HICCUP,DISORDER,DIAPHRAGM,ANNOYING,REPEATED,BREATH
830,PIED_PIPER,MAGICAL,RATS,FAIRY_TALE,INSTRUMENT,HAMELIN
831,DISSONANCE,MUSIC,CHORD,NOTES,OUT_OF_TUNE,DISTURBANCE
832,BARRACUDA,FISH,AGGRESSIVE,PREDATOR,SEA,TEETH
833,GINGER,ROOT,SPICY,SPICE,TISANE,AROMATIC
834,CHUTNEY,SAUCE,INDIAN,SWEET_AND_SOUR,SPICED,MANGO
835,BARTERER,EXCHANGING,TRADING,GIVING,OBJECTS,COMMERCE
836,SEPPUKU,JAPANESE,SUICIDE,RITUAL,SAMURAI,HONOR
837,TAMARIND,FRUIT,EXOTIC,SOUR,TROPICAL,SWEET
838,FOOD_COMA,DROWSINESS,TIREDNESS,MEAL,DIGESTION,AFTERNOON
839,SEA_BASS,FISH,SEA,WHITE,RESTAURANT,MEDITERRANEAN
840,PAPIER_MACHE,MATERIAL,ARTISANAL,MASKS,CRAFTS,GLUE
841,SHOT,ALCOHOL,SMALL,DRINK,SMALL_GLASS,APERITIF
842,DESCANT,MUSIC,VOICE,HIGH,SINGING,MELODY
843,BAS_RELIEF,SCULPTURE,SURFACE,PROTRUDING,ART,DEPTH
844,BARBECUE,GRILLING,MEAT,GARDEN,FIRE,SUMMER
845,ECLIPSE,SUN,MOON,ASTRONOMY,DARKNESS,PHENOMENON
846,BREAKWATER,COAST,SEA,BARRIER,WAVES,PROTECTION
847,BRUISE,BRUISE,SKIN,BLOOD,HIT,BLUE
848,COFFEE_WITH_MILK,BREAKFAST,BEVERAGE,HOT,MORNING,CUP
849,BULWARK,DEFENSE,FORTIFICATION,PROTECTION,WALL,PROTECTIVE
850,TRUFFLE,MUSHROOM,PRECIOUS,SEARCH,DOG,WHITE
851,HEARTBEAT,EMOTION,FEAR,PALPITATION,HEART,FEELING
852,SCOREBOARD,GAME,SCORING,INFORMATION,BIG,DISPLAYING
853,SUBMISSIVE,DOMINANT,OBEDIENT,COMPLIANT,SUBMISSIVE,RELATIONSHIP
854,ESOPHAGUS,BODY,TUBE,THROAT,STOMACH,SWALLOWING
855,BLOWGUN,BLOWING,DARTS,TUBE,HUNTING,HITTING
856,WATERMELON,FRUIT,RED,SUMMER,WATERMELON,SEEDS
857,CATAMARAN,BOAT,DOUBLE,HULL,SAILING,FAST
858,PUMPKIN,ORANGE,HALLOWEEN,VEGETABLE,SEEDS,CARVING
859,GOSSIP,CHATTER,SLANDER,VOICE,GOSSIP,BAD_MOUTHING
860,POLTERGEIST,SPIRIT,GHOST,PHENOMENON,PARANORMAL,DISTURBING
861,SQUID,SEA,MOLLUSK,TENTACLES,BLACK,FRIED
862,DEFEATING,BEATING,WINNING,ENEMY,OVERCOMING,ADVERSARY
863,PENGUIN,ANTARCTIC,COLD,ICE,BIRD,TUXEDO
864,BINOCULARS,OBSERVING,FAR,LENSES,SPOTTING,MAGNIFICATION
865,CORKSCREW,WINE,BOTTLE,OPENING,CORK,TOOL
866,OINTMENT,CREAM,APPLYING,SKIN,UNGUENT,SPREADING
867,WINDSHIELD,CAR,GLASS,FRONT,WINDSHIELD_WIPER,PROTECTION
868,PINWHEEL,WIND,COLORFUL,SPINNING,CHILDREN,ROTATING
869,PARAPSYCHOLOGY,PHENOMENA,PARANORMAL,MIND,SCIENCE,TELEPATHY
870,SEQUINS,SHINY,DRESS,SEQUINS,DRESS,DISCO
871,TIRAMISU,DESSERT,MASCARPONE,LADYFINGERS,COFFEE,COCOA
872,VAN,SMALL,TRANSPORT,GOODS,VAN,VEHICLE
873,FLOURING,COOKING,FLOUR,STEP,SPRINKLING,BREADING
874,LITTLE_ONE,CHILD,SMALL,INFANT,KID,LITTLE_SON
875,BIB,CHILD,EATING,PROTECTING,DIRTYING,NECK
876,MARZIPAN,SWEET,ALMONDS,PASTE,CONFECTIONERY,DECORATION
877,PARANOIA,THOUGHT,PERSECUTION,DISORDER,OBSESSION,SUSPICION
878,MASTER_KEY,KEY,UNIVERSAL,OPENING,ACCESS,LOCK
879,BASIL,PLANT,GREEN,AROMATIC,PESTO,LEAVES
880,PARAGRAPH,TEXT,SECTION,PART,WRITING,DOCUMENT
881,TROWEL,BRICKLAYER,MORTAR,TOOL,CONSTRUCTION,WALL
882,BAVARIAN,SWEET,CREAM,DESSERT,CREAM,GELATIN
883,BUTTERFLY,INSECT,FLYING,COLORFUL,WINGS,CATERPILLAR
884,BOW,GREETING,RESPECT,BENDING,REVERENCE,FORMAL
885,FUNNEL,POURING,MOUTH,NARROW,LIQUID,CHANNELING
886,TWILIGHT,EVENING,LIGHT,DIMMED,SUNSET,DAY
887,OVERPASS,ROAD,BRIDGE,ELEVATED,PASSING,OVER
888,STALL,MARKET,VENDOR,STREET_VENDOR,DISPLAY,GOODS
889,MELANCHOLY,SADNESS,FEELING,NOSTALGIA,SWEET,REFLECTIVE
890,PARMIGIANA,EGGPLANT,DISH,SAUCE,CHEESE,SOUTH
891,SIDEBURNS,HAIR,FACE,BEARD,SIDE,CHEEKS
892,EASEL,PAINTING,SUPPORT,CANVAS,SUPPORT,ARTIST
893,CHISEL,ENGRAVING,METAL,GOLDSMITH,DECORATING,PRECISION
894,BALALAIKA,INSTRUMENT,RUSSIAN,MUSICAL,STRINGS,TRIANGULAR
895,PARENTHESIS,BRACKET,ROUND,SYMBOL,WRITING,SENTENCE
896,CALLIGRAPHY,WRITING,ELEGANT,BEAUTIFUL,PEN,ART
897,VAULTING_HORSE,GYMNASTICS,JUMPING,SPORT,ACROBATIC,EXERCISE
898,LITTLE_BOAT,SMALL,SAILING,PAPER,ORIGAMI,WATER
899,AMBUSH,AMBUSH,SURPRISE,ATTACK,HIDDEN,WAITING
900,TRINKET,OBJECT,USELESS,OLD,JUNK,ANTIQUE
901,PAREIDOLIA,PHENOMENON,IMAGES,ILLUSION,PERCEIVING,RECOGNIZING
902,CALLIGRAPHER,ARTIST,WRITING,NIB,ELEGANT,CHARACTERS
903,SHORELINE,BEACH,SEA,WAVES,SAND,WATER'S_EDGE
904,BANDOLIER,STRAP,SHOULDER,STRAP,DIAGONAL,CARTRIDGES
905,TARANTELLA,DANCE,NEAPOLITAN,DANCE,TRADITIONAL,TAMBOURINE
906,SHEARS,SCISSORS,CUTTING,BIG,GARDENING,TOOL
907,PUN,GAME,WORDS,DOUBLE,MEANING,HUMOROUS
908,CENOTAPH,TOMB,EMPTY,MONUMENT,COMMEMORATIVE,FUNERARY
909,LADIES'_MAN,COURTING,EXAGGERATED,RIDICULOUS,INSISTENT,ATTITUDE
910,CANOPY,BED,TENT,FABRIC,COVERING,DECORATIVE
911,BRACER,PROTECTION,ARMOR,MEDIEVAL,ARM,DEFENSE
912,TURTLE,SLOW,SHELL,REPTILE,LONGEVITY,SHELL
913,LITTLE_CHILD,CHILD,SMALL,TENDER,INFANT,POETIC
914,BAYONET,WEAPON,RIFLE,BLADE,SOLDIER,ATTACK
915,HARNESS,HORSE,TACK,SADDLE,RIDING,EQUIPMENT
916,CACOPHONY,SOUND,UNPLEASANT,DISHARMONY,NOISE,OUT_OF_TUNE
917,CADUCEUS,SYMBOL,MEDICINE,MERCURY,SNAKES,STAFF
918,ROMPER,OUTFIT,CHILD,WHOLE,ONESIE,NEWBORN
919,GOOFING_AROUND,WASTING,TIME,IDLING,FUN,LAZINESS
920,GAG,GAGGING,MOUTH,COVERING,CENSORSHIP,PREVENTING
921,PARANORMAL,PHENOMENON,UNEXPLAINABLE,SUPERNATURAL,GHOST,MYSTERY
922,SPEEDOMETER,SPEED,CAR,INDICATOR,MEASURING,DASHBOARD
923,TABERNACLE,CHURCH,SACRED,EUCHARIST,ALTAR,PRESERVING
924,CARABINEER,WEAPON,FORCE,ORDER,MILITARY,UNIFORM
925,WIG,HAIR,FAKE,HEAD,COVERING,WEARING
926,DEADBOLT,CLOSING,DOOR,LOCK,SECURITY,DEFENSE
927,SCUFFLE,FIGHT,DISCUSSION,QUARREL,CONFUSION,DISORDER
928,WHISPERING,WHISPERING,QUIETLY,CHATTERING,SECRET,HUSHED
929,TOY,GAME,ANCIENT,CHILD,SIMPLE,TOY
930,TAROT,FALSE,COUNTERFEIT,DECEPTION,CARDS,IMITATION
931,BACCHANAL,PARTY,WILD,ANCIENT,ROMAN,WINE
932,CHEST,FURNITURE,WOOD,CONTAINER,ANCIENT,SEAT
933,PARALLELISM,LINES,CONCEPTS,SIMILAR,GEOMETRY,PARALLEL
934,CROSSBOW,WEAPON,ARROW,MEDIEVAL,HUNTING,SHOOTING
935,PINOCCHIO,PUPPET,NOSE,COLLODI,FAIRY_TALE,LIE
936,PARAPHRASE,TEXT,REWRITING,EXPLAINING,CONCEPT,OWN
937,SHOPLIFTING,STEALING,STORE,THEFT,THEFT,GOODS
938,CAMERLENGO,VATICAN,CARDINAL,POPE,CHURCH,SEAT
939,PARALOGISM,REASONING,WRONG,FALSE,LOGIC,FALLACIOUS
940,FOOL,SILLY,NAIVE,GULLIBLE,SIMPLETON,STUPID
941,PULLEY,LIFTING,ROPE,PULLEY,WEIGHT,MECHANISM
942,BATHYSCAPHE,SUBMARINE,EXPLORING,ABYSS,DEPTH,SEA
943,CATHARSIS,PURIFICATION,LIBERATION,EMOTIONS,ARISTOTLE,TRAGEDY
944,COUNTER,SHOP,SERVING,SUPPORT,BAR,CUSTOMER
945,BALACLAVA,COVERING,FACE,COLD,WOOL,MASK
946,TAGLIATELLE,PASTA,EMILIA,FRESH,WIDE,EGG
947,SEDAN_CHAIR,SEDAN,CHAIR,CARRYING,ANCIENT,NOBILITY
948,HORNET,INSECT,FLYING,STING,BIG,BUZZING
949,ZAMPONE,PIG,COTECHINO,NEW_YEAR,LENTILS,MODENA
950,FARMHOUSE,FARM,COUNTRYSIDE,RURAL,AGRICULTURAL,PEASANT
951,BASILISK,MYTHOLOGY,SERPENT,DEADLY,LEGEND,CREATURE
952,WINDSHIELD,CAR,GLASS,FRONT,VISUAL,WINDSHIELD_WIPER
953,SHALLOW,SEA,LITTLE,DEEP,DANGEROUS,NAVIGATION
954,SHARP,SHARP,BLADE,KNIFE,POINTED,CUTTING
955,CADET,MILITARY,ACADEMY,YOUNG,STUDENT,OFFICER
956,GETTING_BY,MANAGING,GETTING_BY,ARRANGING,SURVIVING,SITUATION
957,PASTIME,HOBBY,ENTERTAINMENT,HAVING_FUN,TIME,FREE
958,KNOCKER,DOOR,KNOCKING,DOORBELL,ANCIENT,HAMMER
959,UTILITY_KNIFE,TOOL,BLADE,CUTTING,PAPER,PRECISE
960,LITTLE_BOY,CHILD,SMALL,DIMINUTIVE,AFFECTIONATE,KID
961,BIG_TENT,BIG,FAIR,SHOW,TRAVELING,MOON
962,PALETTE,PAINTER,COLORS,MIXING,PAINTING,ART
963,CLOAK,CLOAK,GARMENT,ANCIENT,WIDE,COVERING
964,ELOQUENCE,FLUENCY,ELOQUENCE,TALKATIVE,DIALECTIC,CHATTERING
965,CAULDRON,BIG,POT,COOKING,BOILING,METAL
966,BOLLARD,ROAD,MARKING,PROTECTION,EDGE,STONE
967,TAVERN,VENUE,ANCIENT,EATING,DRINKING,RUSTIC
968,BARITONE,VOICE,MALE,OPERA,DEEP,SINGING
969,CALLIOPE,MUSE,POETRY,MYTHOLOGY,GREEK,INSPIRATION
970,ROASTED_CHESTNUTS,CHESTNUTS,WINTER,HOT,ROASTED,STREET
971,RAMBLING,SPEECH,LONG,ENDLESS,BORING,DISCOURSE
972,BABOON,MONKEY,PRIMATE,ANIMAL,BIG,AFRICAN
973,TASMANIA,ISLAND,AUSTRALIA,STATE,DEVIL,OCEANIA
974,BEET,VEGETABLE,RED,SUGAR,ROOT,COLORING
975,CACIOCAVALLO,CHEESE,SOUTH,ITALY,SHAPE,AGED
976,LABORER,WORKER,SHOVEL,DIGGING,CONSTRUCTION_SITE,MANUAL
977,PANTS,GARMENT,LEGS,DRESSING,BELT,CLOTHING
978,WATTLE,ROOSTER,MEAT,RED,HANGING,NECK
979,CAFE_AU_LAIT,COFFEE,MILK,FRENCH,BEVERAGE,BREAKFAST
980,BARN_OWL,OWL,BIRD,PREDATOR,NOCTURNAL,WHITE
981,LITTLE_CHAIR,CHAIR,DIALECT,MILANESE,SMALL,LOMBARDY
982,STUBBORNNESS,OBSTINACY,STUBBORNNESS,STUBBORN,INSISTENCE,DETERMINATION
983,TACKINESS,VULGARITY,COARSENESS,EXCESS,BAD,TASTE
984,SARONG,DRESS,SEA,COVERING,FABRIC,SWIMSUIT
985,BATRACHOMYOMACHIA,BATTLE,FROGS,MICE,POEM,GREEK
986,CURLING_IRON,CURLING,HAIR,INSTRUMENT,ANCIENT,HOT
987,PASTA,PASTA,DISH,SAUCE,ITALIAN,FIRST
988,DADDY,FATHER,DAD,PARENT,CALLING,SLANG
989,SPRITZ,APERITIF,DRINK,YOUNG_PEOPLE,TREND,FASHION
990,RONALDO,SOCCER,CRISTIANO,JUVENTUS,PORTUGAL,CHAMPION
991,BERLIN,GERMANY,WALL,CAPITAL,BRANDENBURG,EUROPE
992,GHOSTING,IGNORING,DISAPPEARING,SOCIAL,MESSAGES,RESPONDING
993,DISSING,INSULTING,RAP,CLASH,BATTLE,CRITICIZING
994,MESSI,SOCCER,BARCELONA,ARGENTINA,BALL,CHAMPION
995,VENICE,GONDOLA,CANALS,WATER,CARNIVAL,ITALY
996,CRUSH,CRUSH,INFATUATION,INTEREST,ROMANTIC,PERSON
997,STANNING,SUPPORTING,FAN,IDOL,FOLLOWING,SUPPORTING
998,BEZOS,AMAZON,BILLIONAIRE,SPACE,JEFF,ECOMMERCE
999,PARIS,FRANCE,TOWER,EIFFEL,SEINE,CAPITAL
1000,CRAMMING,STUDYING,EXAM,PREPARING,INTENSIVELY,UNIVERSITY
1001,CRINGE,EMBARRASSING,DISCOMFORT,SHAME,ANNOYING,SITUATION
1002,GATES,MICROSOFT,BILL,COMPUTER,BILLIONAIRE,FOUNDATION
1003,AMSTERDAM,HOLLAND,CANALS,BICYCLES,TULIPS,WINDMILLS
1004,CHILL,CALM,RELAXED,CALM,SERENE,SLANG
1005,POGGERS,ENTHUSIASM,VIDEO_GAMES,TWITCH,STREAMING,SUCCESS
1006,FEDERER,TENNIS,SWITZERLAND,WIMBLEDON,CHAMPION,ROGER
1007,KYOTO,JAPAN,TEMPLES,TRADITIONAL,GEISHAS,ANCIENT
1008,SPOILING,REVEALING,ANTICIPATING,MOVIE,SERIES,PLOT
1009,RAGE,ANGER,NERVOUS,FURIOUS,LOSING,CONTROL
1010,PICASSO,ART,CUBISM,PAINTER,SPAIN,PABLO
1011,BARCELONA,SPAIN,SAGRADA,FAMILIA,SOCCER,CATALONIA
1012,FLEXING,SHOWING_OFF,BRAGGING,SHOWING,WEALTH,EXHIBITING
1013,BOOMER,ELDERLY,GENERATION,OLD,MENTALITY,OUTDATED
1014,EINSTEIN,RELATIVITY,SCIENTIST,GENIUS,PHYSICS,ALBERT
1015,DUBAI,EMIRATES,SKYSCRAPERS,LUXURY,DESERT,BURJ
1016,TAGGING,SOCIAL,PHOTO,MENTIONING,IDENTIFYING,LABELING
1017,TRIGGERING,PROVOKING,REACTION,IRRITATING,UNLEASHING,EMOTIONALITY
1018,MADONNA,SINGER,POP,MUSIC,ICON,QUEEN
1019,ISTANBUL,TURKEY,BOSPHORUS,MOSQUES,ORIENT,CONSTANTINOPLE
1020,HOAX,DECEPTION,TRICK,JOKE,PRANK,JOKE
1021,FRIENDZONING,FRIENDSHIP,REJECTING,LOVE,RELATIONSHIP,ZONE
1022,ZUCKERBERG,FACEBOOK,META,SOCIAL,BILLIONAIRE,MARK
1023,SYDNEY,AUSTRALIA,OPERA,HOUSE,OCEANIA,HARBOR
1024,SHIPPING,COUPLE,RELATIONSHIP,DESIRING,FICTION,IMAGINING
1025,GHOSTBUSTING,DISCOVERING,AVOIDING,CONTACT,UNMASKING,CHASING
1026,BEYONCE,SINGER,MUSIC,DIVA,AMERICA,QUEEN
1027,LISBON,PORTUGAL,TRAM,HILLS,ATLANTIC,PASTEIS
1028,TACKY,VULGAR,TACKY,VULGAR,VULGAR,TRASH
1029,KILLING,KILLING,GAME,ELIMINATING,ENEMY,VIDEOGAME
1030,MUSK,TESLA,SPACEX,ELON,BILLIONAIRE,TWITTER
1031,PRAGUE,CZECH,REPUBLIC,CASTLE,BRIDGE,CHARLES
1032,SKIPPING,APPOINTMENT,DITCH,AVOIDING,MEETING,ABSENT
1033,SNIFFING,SEARCHING,FINDING,DISCOVERING,UNCOVERING,SMELLING
1034,TRUMP,PRESIDENT,AMERICA,DONALD,BILLIONAIRE,POLITICS
1035,BUDAPEST,HUNGARY,DANUBE,THERMAL_BATHS,PARLIAMENT,EUROPE
1036,SWIPING,SCROLLING,FINGER,PHONE,DATING,SCREEN
1037,BLASTING,CRITICIZING,HARSHLY,PUBLIC,SOCIAL,HUMILIATING
1038,HAMILTON,FORMULA,DRIVER,LEWIS,CHAMPION,MERCEDES
1039,VIENNA,AUSTRIA,MUSIC,EMPIRE,DANUBE,CAPITAL
1040,UGLY,TERRIBLE,UNBEARABLE,UNPLEASANT,TERRIBLE,HORRIBLE
1041,STALKING,FOLLOWING,OBSESSIVELY,SOCIAL,CONTROLLING,SPYING
1042,JACKSON,MICHAEL,SINGER,POP,THRILLER,KING
1043,ATHENS,GREECE,ACROPOLIS,ANCIENT,PARTHENON,MYTHOLOGY
1044,VAPING,CIGARETTE,ELECTRONIC,SMOKING,VAPOR,NICOTINE
1045,SPLITTING,DIVIDING,HALF,SHARING,SPLITTING,OBJECT
1046,SPIELBERG,DIRECTOR,CINEMA,HOLLYWOOD,STEVEN,FILM
1047,MADRID,SPAIN,CAPITAL,PRADO,PUERTA,PLAZA
1048,APERITIVO,APERITIF,DINNER,DRINK,BUFFET,SOCIALIZING
1049,BINGE_WATCHING,SERIES,TELEVISION,EPISODES,MARATHON,WATCHING
1050,QUEEN,FREDDIE,MERCURY,ROCK,BAND,MUSIC
1051,FLORENCE,ITALY,TUSCANY,RENAISSANCE,DUOMO,UFFIZI
1052,BRANDING,BRAND,LOGO,PROMOTING,IMAGE,MARKETING
1053,SPAMMING,MESSAGES,REPEATING,INSISTENCE,ADVERTISING,SENDING
1054,PELE,SOCCER,BRAZIL,LEGEND,CHAMPION,EDSON
1055,SHANGHAI,CHINA,METROPOLIS,SKYSCRAPERS,ASIA,RIVER
1056,OVERSIZED,CLOTHES,BIG,FASHION,CLOTHING,LOOSE
1057,TWERKING,DANCING,BUTTOCKS,MOVEMENT,TWERKING,SHAKING
1058,BIEBER,JUSTIN,SINGER,POP,MUSIC,CANADIAN
1059,BANGKOK,THAILAND,TEMPLES,ASIA,ORIENTAL,RIVER
1060,CINEMATIC,EFFECT,FILTER,VIDEO,FILM,DIRECTING
1061,SIMPING,COURTING,EXCESSIVE,FLATTERING,OBSESSION,ADORING
1062,ARMSTRONG,MOON,ASTRONAUT,NEIL,SPACE,APOLLO
1063,NAPLES,ITALY,VESUVIUS,PIZZA,SEA,GULF
1064,NERDING,GETTING_PASSIONATE,TECHNOLOGY,CULTURE,COMICS,VIDEO_GAMES
1065,ZILLENNIAL,GENERATION,MILLENNIAL,GENZ,MIDDLE,YOUNG_PEOPLE
1066,WOODS,TIGER,GOLF,CHAMPION,SPORT,AMERICAN
1067,MARRAKECH,MOROCCO,MEDINA,SOUK,AFRICA,MINARETS
1068,SHARING,SHARING,SOCIAL,PUBLISHING,CONTENT,SPREADING
1069,MUTING,DISABLING,AUDIO,MICROPHONE,CALL,SILENCE
1070,NEWTON,PHYSICS,SCIENTIST,GRAVITY,ISAAC,APPLE
1071,TORONTO,CANADA,ONTARIO,TOWER,AMERICA,LAKES
1072,SNITCHING,TELLING,BETRAYING,REVEALING,CONFIDENCE,SECRET
1073,FLOPPING,FAILING,FAILURE,MAKING_MISTAKES,FIASCO,DISAPPOINTING
1074,NADAL,TENNIS,SPAIN,CHAMPION,RAFAEL,CLAY
1075,SINGAPORE,ASIA,ISLAND,CITY,STATE,SKYSCRAPERS
1076,KNOCKOFF,FAKE,COUNTERFEIT,IMITATION,ILLEGAL,PIRATED
1077,DROPPING,RELEASING,PUBLISHING,LETTING,FALLING,NEW
1078,TOLKIEN,LORD,RINGS,HOBBIT,WRITER,FANTASY
1079,SEOUL,KOREA,ASIA,CAPITAL,METROPOLIS,KPOP
1080,CAPYBARA,ANIMAL,RODENT,SOUTH_AMERICA,LARGE,AQUATIC
1081,MANSPLAINING,EXPLAINING,MAN,CONDESCENDING,KNOW_IT_ALL,SUPERIOR
1082,HEMINGWAY,WRITER,AMERICAN,NOBEL,ERNEST,NOVELS
1083,LONDON,ENGLAND,THAMES,BIG,BEN,CAPITAL
