id,parola_target,parola_vietata1,parola_vietata2,parola_vietata3,parola_vietata4,parola_vietata5
623,EDINBURGH,İSKOÇYA,ŞEHİR,KALE,FESTİVAL,BAŞKENT
624,BALIKÇI,PAZAR,ROMALI,BALIK,LEHÇE,SATICI
625,İZLEMEK,İZLEMEK,AKIŞ,DİZİ,TELEVİZYON,BÖLÜMLER
626,SÜPERKALİFRACİLİSTİKESPİRALİDOSO,MARY,POPPINS,UZUN,SAÇMA,ZOR
627,ERKEK AÇIKLAMASI,ERKEK,AÇIKLAMAK,KÜÇÜMSEME,FEMİNİZM,ÜSTÜN
628,SEVMEK,HOŞLANMAK,HAVALI,TAKDİR ETMEK,GENÇLER,ARGO
629,STAD YASAĞI,STADYUM,YASAK,FUTBOL,TARAFTARLAR,POLİS
630,SHAZAMLAMAK,ŞARKI,TANIMAK,UYGULAMA,MÜZİK,BAŞLIK
631,TOKYO,JAPONYA,BAŞKENT,ŞEHİR,ASYA,OLİMPİYATLAR
632,DİCK PIC,FOTOĞRAF,MAHREM,ERKEK,UYGUNSUZ,MESAJ
633,SERENDİPİTY,ŞANS,ŞANSLI,KEŞİF,BEKLENMEDİK,MUTLU
634,ZELİG,KOMİK,PROGRAM,TELEVİZYON,KABARE,KAHKAHA
635,HACKATHON,BİLGİSAYAR,PROGRAMLAMA,YARIŞMA,TAKIM,YAZILIMCILAR
636,EROİN SATICI,UYUŞTURUCU,SATMAK,SATMAK,YASAKDIŞI,SOKAK
637,TRİDİL,HAYVAN,YAVAŞ,TEMBEL,TROPİKAL,AĞAÇ
638,YAZ ŞARKISI,ŞARKI,YAZ,TEKRARLAYICI,KULAĞA HOŞ GELEN,HIT
639,TARANTINO,YÖNETMEN,FİLM,QUENTIN,ŞİDDET İÇEREN,PULP
640,HAVA ATMAK,ÖVÜNMEK,GÖSTERMEK,ÖVÜNMEK,ZENGİNLİK,SERGİLEMEK
641,YAKALAMAK,KEŞFETMEK,YAKALAMAK,ŞAŞIRTMAK,YAKALAMAK,KURNAZLIK
642,KENE,BÖCEK,KAN,PARAZİT,ORMAN,ISIRIK
643,DİKTATÖRLÜK,ERKEK EGEMENLİĞİ,BASKİ,GÜÇ,ATAERKİL,KONTROL
644,UMURUMDA DEĞİL,UMURSAMAZLIK,ROMALI,GÖRMEZDEN GELMEK,SORUN,İLGİSİZLİK
645,AYRILIK TOHUMLARI,ANLAŞMAZLIK,TOHUM EKMEK,BÖLÜNME,ÇATIŞMA,TARTIŞMA
646,YALTAKLIK ETMEK,İTAATKAR,AŞK,ONUR,SÜRÜNMEK,TAPMAK
647,KUBRICK,YÖNETMEN,FİLM,STANLEY,TURUNCU,CINNET
648,ŞANS ESERİ,TESADÜFİ,ŞANSLI,BEKLENMEDİK,OLUMLU,KEŞİF
649,YABANCI DÜŞMANI,YABANCI,KORKU,NEFRET,IRKÇILIK,HOŞGÖRÜSÜZLÜK
650,KABAK,SEBZE,YEŞİL,SEBZE,PİŞİRMEK,UZUN
651,PRAG,CUMHURİYET,ÇEK,ŞEHİR,KÖPRÜ,AVRUPA
652,BALOTELLİ VURUŞ,FUTBOL,MARIO,DAVRANIŞ,SAÇMA,ÖNGÖRÜLEMEZ
653,YUPPIE,GENÇ,KARİYER,YILLAR,SEKSENLER,HIRSLI
654,TRUMPÇU,SİYASET,AMERİKA,DONALD,AŞIRI,POPÜLİST
655,ZOOM BOOMER,YAŞLI,TEKNOLOJİ,YETERSİZ,SAKAR,VIDEO ARAMA
656,MASTERCHEF,YEMEK,PROGRAM,TELEVİZYON,YARIŞMACILAR,JÜRİ
657,KANAL GEÇMEK,UZAKTAN KUMANDA,DEĞİŞTİRMEK,KANAL,TELEVİZYON,ATLAMAK
658,ZEPPOLE,TATLI,KIZARTMA,NAPOLİ,SAINT,GIUSEPPE
659,PASPAS,KAPI,TEMİZLEMEK,AYAKKABILAR,GİRİŞ,KİR
660,RÜYA GEZGİNİ,RÜYA,SEYAHAT ETMEK,LÜSİD,KONTROL,UYKU
661,PAYLAŞMAK,PAYLAŞMAK,GÖNDERİ,SOSYAL,YAYINLAMAK,İLETMEK
662,ASTOLFO,PALADİN,ORLANDO,FURIOSO,HİPOGRAF,ŞİİR
663,YAKINLAŞTIRMAK,BÜYÜTMEK,VIDEO KAMERA,DETAY,YAKLAŞMAK,MERCEK
664,ANILAR,HATIRA,FELLINI,ÖZLEM,GEÇMİŞ,HATIRLAMA
665,VATİKAN,PAPA,ŞEHİR,DEVLET,ROMA,KİLİSE
666,NERDİ KAFASI,TAKINTI,OYUNLAR,TEKNOLOJİ,KÜLTÜR,GEEK
667,ZUMBA,DANS,FİTNESS,DERS,MÜZİK,LATİN
668,ANAKOLUT,GRAMER,HATA,SÖZ DİZİMİ,CÜMLE,EKSİK
669,KÖPEKBALIĞI FIRTINASI,FİLM,KÖPEKBALIKLARI,HORTUM,SAÇMA,FELAKET
670,EDWARDIAN DÖNEMİ,ÇAĞ,İNGİLTERE,TARZ,VİKTORYA DÖNEMİ,TARİHİ
671,TETİKLEMEK,TETİKLEMEK,TEPKİ,DUYGUSAL,SİNİRLENDİRMEK,HASSAS
672,BAŞ BELASI,ZAHMET,SORUNLAR,SIKINTI,ÇABA,SİNİR BOZUCU
673,YAKUZA,MAFYA,JAPONYA,DÖVMELER,SUÇLU,ÖRGÜT
674,YALTAKLIK,İTAAT,ONUR,İLİŞKİ,KABUL ETMEK,HALI
675,SIRT ÇANTALI GEZGİN,SIRT ÇANTASI,GEZGİN,EKONOMİ,MACERA,YURT
676,KALÇA SALLAMA,DANS ETMEK,HAREKET,KALÇA,TWERKING,MÜZİK
677,ORWELLYAN,DİSTOPYA,KONTROL,GEORGE,BÜYÜK,ABİ
678,ÇILGINA DÖNMEK,SİNİRLİ,KIZGIN,ÇILGINLIK,KONTROLDEN ÇIKMIŞ,KONTROL
679,YASAKLAMAK,DISLAMAK,SOSYAL,ENGELLEMEK,GRUP,YASAKLAMAK
680,KARIŞIKLIK,KARIŞIKLIK,KARIŞIKLIK,KARIŞIKLIK,KARIŞIM,KAOS
681,MARKA SADELEŞTİRME,MARKA,AZALTMAK,MINIMALİZM,LOGO,Pazarlama
682,BAŞARISIZ OLMAK,BAŞARISIZ OLMAK,BAŞARISIZLIK,FİYASKO,SONUÇ,ZAYIF
683,TAFAZZİ OLAYI,KENDİNE ZARAR VERME,KENDİ SABOTE ETME,KARAKTER,KOMİK,ŞİŞE
684,BOOMER,NESİL,YAŞLILAR,TAVİR,DEMODE,TAMAM
685,UĞURSUZLUK,ŞANSIZLIK,İYİ DİLEK,NAZAR,OLUMSUZ,ÇEKMEK
686,ABARTI,ABARTI,EDEBİ SANAT,RETORİK,AŞIRI,AŞIRILIK
687,CUMHURBAŞKANLIĞI,CUMHURBAŞKANI,KÖŞK,ROMA,CUMHURİYET,TEPE
688,KAPANMA,SALGIN,KAPANMA,KISITLAMA,EV,COVID
689,LAPALİSSİEN,BELLİ,BELLİ,SIRADAN,AÇIK,TAUTOLOJİ
690,ŞAKACI,ŞAKACI,ŞAKACI,ŞAKACI,NEŞELİ,SEMPATİK
691,ZEVKSİZLİK KOLEKSİYONU,KOLEKSİYON,ZEVKSİZ,DAVRANIŞLAR,KÜLTÜR,KABA
692,ESNEME,ESNEME,SIKINTI,UYKULULUK,BULAŞICI,AĞIZ
693,ŞİŞEYİ AÇMAK,ALKOL,İÇMEK,SARHOŞ OLMAK,PARTİ,ŞİŞE
694,CEVAPSIZ BIRAKMAK,GÖRMEZDEN GELMEK,MESAJLAR,GÖRÜNTÜLEMEK,CEVAP VERMEK,SOHBET
695,YOUTUBER,VIDEO,İÇERİK ÜRETİCİSİ,İÇERİKLER,PLATFORM,TAKİPÇİLER
696,PAYLAŞMAK,YAYINLAMAK,SOSYAL,PAYLAŞMAK,FOTOĞRAF,ONLİNE
697,YABANCI SEVGİSİ,YABANCI,AŞK,KÜLTÜR,FARKLI,ÇEKİM
698,ZEROCALCARE,ÇİZGİ ROMAN,ROMALI,MICHELE,REBİBBİA,ÇİZGİLER
699,GEZME AŞKI,SEYAHAT ETMEK,ARZU,KEŞFETMEK,DÜNYA,MACERA
700,VEGANLIK,BESLENME,HAYVANLAR,ET,BİTKİSEL,ETİK
701,SANDALYE DARBESİ,DARBE,SANDALYE,GÜREŞ,GÜREŞ,GÖSTERİŞLİ
702,WONKA,ÇİKOLATA,FABRİKA,FİLM,JOHNNY,DEPP
703,CEVAPSIZ BIRAKMAK,GÖRMEZDEN GELMEK,SOHBET,CEVAP VERMEK,GÖRÜNTÜLEMEK,TELEFON
704,SARHOŞLUK,ALKOL,DURUM,YALPALAMAK,KONTROL,ZEHİRLENME
705,STONKS,İNTERNET FENOMENİ,EKONOMİ,KAR,BÜYÜME,YATIRIM
706,ZIMBABVE,AFRİKA,ULUS,MUGABE,HARARE,ENFLASYON
707,İNTERNET SALAĞI,İNTERNET,APTAI,CAHİL,YORUM,İNTERNET
708,CENEVİZ DİLİ,CENOVA,LEHÇE,LİGURYA,CENEVİZLİ,BÖLGE
709,YAMAMOTO,STİLİST,JAPON,MODA,YOHJİ,SİYAH
710,AHŞAP KORKUSU,AHŞAP,KORKU,FOBİ,MALZEME,DEHŞET
711,VAFL,TATLI,BELÇİKA,KAHVALTI,VAFL,KARELER
712,ZOOLANDER,MODEL,FİLM,KOMİK,BEN,STİLLER
713,XANAX,KAYGI,İLAÇ,SİNİR YATIŞTIRICI,İLAÇ,BENZODİAZEPİN
714,KABA,KAHRAMAN,KABA,NEZAKETSİZ,TERBİYESİZ,HAŞİN
715,CİBİNLİK,YAZ,KORUMA,BÖCEKLER,YATAK,PENCERE
716,WASABİ,JAPON,ACI,YEŞİL,SUSHI,SOS
717,FANTOZZİ,MUHASEBECİ,FİLM,KOMİK,VILLAGGIO,ŞANSIZ
718,FOTOKOPİ ÇEKMEK,FOTOKOPİ,KOPYALAMAK,OFİS,KAĞIT,MAKİNE
719,WAGYU,ET,JAPON,DANA,PAHALI,MERMERLEŞMİŞ
720,YABANCI DİL KORKUSU,DİLLER,YABANCI,KORKU,KONUŞMAK,FOBİ
721,ZİPPO,ÇAKMAK,ALEV,METAL,BENZİN,KOLEKSİYON
722,WHATSAPP'TAN YAZMAK,MESAJLAŞMAK,UYGULAMA,SOHBET,TELEFON,İLETİŞİM KURMAK
723,YAKINLAŞTIRMA,BÜYÜTME,ZOOM,DETAY,YAKLAŞMAK,FOTOĞRAF MAKİNESİ
724,WATERLOO,NAPOLEON,YENİLGİ,SAVAŞ,TARİH,BELÇİKA
725,XENOESTROJENLER,KİMYA,HORMONLAR,KİRLİLİK,SAĞLIK,ÖSTROJEN
726,EDEPSİZLİK,KABA,DAVRANIŞ,PROVOKATİF,TAVIR,ABARTILI
727,WINDOWS'ÇU,MICROSOFT,BİLGİSAYAR,SİSTEM,İŞLETİM SİSTEMİ,GATES
728,ZAPATEADO,DANS,İSPANYOL,AYAKKABILAR,FLAMENKO,RİTİM
729,DÜNYA GÖRÜŞÜ,VİZYON,DÜNYA,FELSEFE,KAVRAM,ALMAN
730,KABA,TERBİYESİZ,KABA,KÖYLÜ,HAŞİN,KAHRAMAN
731,GÜREŞ,GÜREŞ,GÖSTERİ,RİNG,WWE,SAHTE
732,SİNEK KOVUCU,SİNEKLER,TÜTSÜ,YAZ,SPİRAL,YAKMAK
733,SOSİS,ALMAN,SOSİS,ET,SOSİS,VİYANA
734,ZEPPOLİNA,TATLI,KIZARTMA,KARNAVAL,ŞEKER,KÜÇÜK
735,TUHALIK,GARİP,TUHAF,ÇİKOLATA,FABRİKA,EGZANTİRİK
736,ÇİNGENE,ÇİNGENE,GÖÇEBE,RENKLİ,KÜLTÜR,ROM
737,WOODSTOCK,FESTİVAL,MÜZİK,YILLAR,ALTMIŞLAR,HİPPİ
738,BÖLÜM SPOİLERİ,BEKLENTİ,AÇIKLAMA,OLAY ÖRGÜSÜ,SON,FİLM
739,CALABRİA,BÖLGE,NDUJA,BERGAMOT,GÜNEY,İTALYA
740,OLUMSUZ HABER TAKİBİ,SOSYAL,HABERLER,OLUMSUZ,TELEFON,KAYDIRMAK
741,MANDOLİN,ENSTRÜMAN,NAPOLİ,MÜZİKAL,TELLER,MIZRAPLA ÇALMAK
742,CATFİSHİNG,PROFİL,SAHTE,DOLANDIRICILIK,ÇEVİRİMİÇİ FLÖRT,KİMLİK
743,PANETTONE,NOEL,TATLI,ŞEKERLENMİŞ MEYVE,KURU ÜZÜM,MİLANO
744,HAYALET AVCILARI,FİLM,HAYALET AVCILARI,SLİMER,MARŞMELOV,PROTON
745,PALEOLİTİK,ÇAĞ,İNSAN,İLKEL,TAŞ,TARİH ÖNCESİ
746,KARAOKE,ŞARKI SÖYLEMEK,MİKROFON,SÖZ,MEKAN,MÜZİK
747,NOSTALJİ,GEÇMİŞ,HATIRA,DUYGU,MELANKOLİ,ZAMAN
748,QUARTERBACK,AMERİKAN FUTBOLU,TOP,ATIŞ,TAKIM
749,PANDEMİ,VİRUS,KÜRESEL,BULAŞMA,ACİL DURUM,COVID
750,ORİGAMİ,KAĞIT,KATLAMA,JAPON,SANAT,TURNA
751,BİTCOİN,KRİPTO PARA,DİJİTAL,PARA,BLOK ZİNCİR,YATIRIM
752,SÜNGERİMSİ,KOMPOZİSYON,YUMUŞAK,EMİCİ,GÖZENEKLİLİK,DOKU
753,ARŞİMED,MATEMATİKÇİ,BULDUM,TEKNE,PİSAGOR,SİRAKÜZA
754,RİSOTTO,PİRİNÇ,KREMALI,KREMALI,MİLANESE,YEMEK
755,MATRUŞKA,RUS,BEBEK,KAP,İÇ İÇE GEÇMEK,AHŞAP
756,GONDOL,VENEDİK,KANAL,TEKNE,KÜREKÇİ,SU
757,TATAMİ,JAPON,ZEMİN,DOJO,GELENEKSEL,HASIR
758,ADRENALİN,HORMON,UYARILMA,KORKU,TEHLİKE,ÜRPERME
759,GÖRGÜ,KURALLAR,GÖRGÜ,DAVRANIŞ,RESMİYET,EĞİTİM
760,ASTRONOT,UZAY,TAKIM ELBİSE,GÖREV,UZAY ARACI,UÇMAK
761,GÜN BATIMI,GÜNEŞ,AKŞAM,Ufuk,KIRMIZI,ALACA KARANLIK
762,HİYEROGLİF,MISIR,ANTİK,SEMBOLLER,YAZI,FİRAVUNLAR
763,MENHİR,TAŞ,DİKEY,ANTİK,KELTLER,MEGALİT
764,AKORTSUZ,MÜZİK,NOT,YANLIŞ,SES,UYUMSUZLUK
765,DRAGEE,DÜĞÜN,ŞEKERLEME,BADEM,RENKLİ,ATMAK
766,BURLESK,GÖSTERİ,SEKSİ,TÜYLER,KABARE,İRONİ
767,ANAGRAM,HARFLER,KELİME,BİRLEŞTİRMEK,KARIŞTIRMAK,OYUN
768,FIRTINA,YAĞMUR,RÜZGAR,GÖK GÜRÜLTÜSÜ,ŞİMŞEKLER,HAVA DURUMU
769,ANLAMSIZ KELİMELER,KELİMELER,ANLAMSIZ,ANLAMSIZ,MONICELLI,ARKADAŞLAR
770,BEBEK BAKICISI,BEBEKLER,BEBEK BAKMAK,KORUMAK,AKŞAM,EBEVEYNLER
771,KIZARTMA,KIZARTMA,KARNAVAL,TATLI,HAMUR,ŞEKER
772,KULAK KABARTMAK,GİZLİ,DİNLEMEK,MERAK,GİZLİCE DİNLEMEK,KAPI
773,PATERNOSTER,ASANSÖR,KABİN,SÜREKLİ,HAREKET,ANTİK
774,JUKEBOX,MÜZİK,MADENİ PARA,SEÇİM,RETRO,PLAK
775,KESTİRME,UYUMAK,KISA,ÖĞLEDEN SONRA,DİNLENME,UYKU
776,MEZARCI,MEZARLIK,DEFİN,MEZAR,ÖLÜ,İŞ
777,SAFİR,CEVHER,MAVİ,DEĞERLİ,TAKI,TAŞ
778,KLAUSTROFOBİ,KORKU,MEKANLAR,KAPALI,ASANSÖR,KAYGI
779,PATLICAN,SEBZE,MOR,PARMİGYANA,SEBZE,PANELİ
780,DÖVMCÜ,ÇİZİM,CİLT,MÜREKKEP,İĞNE,STÜDYO
781,BARİTON,SES,ERKEK,OPERA,ŞARKI,TON
782,PARMİGYANO,PEYNİR,REGGİANO,RENDELEMEK,MAKARNA,ESKİTİLMİŞ
783,KAPUÇİNO,KAHVE,SÜT,KAHVALTI,KÖPÜK,İTALYAN
784,BAKLAVA,TATLI,TÜRK,BAL,ANTEP FISTIĞI,YAPRAK
785,FLAMENKO,DANS,İSPANYA,GİTAR,TUTKU,KASTANYET
786,ŞAKA,GÜLMEK,HİKAYE,KOMİK,ANLATMAK,ESPRİ
787,AHUDUDU,MEYVE,KIRMIZI,ORMAN,TATLI,KÜÇÜK
788,UÇURTMA SÖRFÜ,SPOR,TAHTA,UÇURTMA,DENİZ,RÜZGAR
789,PORSELEN,SERAMİK,KIRILGAN,DEĞERLİ,İNCE,FİNCAN
790,TURŞU,KONSERVE,SEBZELER,SİRKE,KAVANOZ,TAVUKGÖĞSÜ
791,GÖKDELEN,YÜKSEK,BİNA,KAT,ŞEHİR,SİLÜET
792,ŞEKERLEME,KESTİRME,ŞEKERLEME,ÖĞLEDEN SONRA,UYUMAK,KISA
793,BULMACA,SORUN,ZOR,ÇÖZÜM,BULMACA,OYUN
794,YAMAÇ PARAŞÜTÜ,UÇMAK,DAĞ,HAVA,ATLAYIŞ,SPOR
795,CAMELOT,ŞATO,ARTHUR,ŞÖVALYELER,YUVARLAK MASA,YUVARLAK
796,SÜNGÜ,TÜFEK,SİLAH,AĞIZ,SAVAŞ,ASKER
797,ABRAKADABRA,BÜYÜ,FORMÜL,BÜYÜCÜ,KELİME,BÜYÜ
798,GAYDA,ENSTRÜMAN,İSKOÇ,ÜFLEMELİ,MÜZİK,TORBA
799,PARKA,CEKET,SOĞUK,KAPÜŞON,KIŞLIK,TÜYLÜ
800,UKULELE,ENSTRÜMAN,KÜÇÜK,GİTAR,HAWAII,TELLER
801,YOĞURT,SÜT,MAYA,KAHVALTI,BEYAZ,KREMALI
802,PAPARAZZİ,FOTOĞRAF,ÜNLÜ,DEDİKODU,GİZLİ,DERGİ
803,DÖNÜŞ,DÖNÜŞ,BALE,DANS,DÖNME,PATEN
804,KSİLOFON,ENSTRÜMAN,MÜZİKAL,BAGETLER,AHŞAP,VURMALI
805,YELPAZE,HAVA,SICAK,YAZ,SALLAMAK,EL
806,YER ALÇALMASI,OLAY,ARAZİ,ALÇALMA,YÜKSELME,YAVAŞ
807,EKİNOKS,GÜN,GECE,MEVSİM,ASTRONOMİ,GÜNEŞ
808,BÜYÜK PERHİZ,DÖNEM,PASKALYA,DİNİ,ORUÇ,HIRİSTİYAN
809,TALEGGİO,PEYNİR,KOKU,YUMUŞAK,KABUK,LOMBARDİA
810,EKVATOR,DÜNYA,ÇİZGİ,YARIM KÜRE,TROPİKAL,SICAK
811,BILEKLİK,TAKI,BİLEK,TAKMAK,MADALYON,EL
812,TRAMPOLEN,ATLAMAK,ELASTİK,HAVUZ,OLİMPİYATLAR,YÜKSEKLİK
813,PEŞİNAT,ÖDEME,AVANS,TAMAMİ,KAPARO,SATIŞ
814,MARİTOZZO,TATLI,KREMA,ROMALI,KAHVALTI,HAMUR
815,HİNDİ,KUŞ,NOEL,ET,AMERİKALI,ŞÜKRAN
816,BAROK,TARZ,SANAT,YÜZYIL,MİMARİ,DECORASYON
817,KAVANOZ,CAM,KONSERVE,KAP,KAPAK,MUTFAK
818,HAVYAR,YUMURTA,BALIK,LÜKS,SİYAH,DEĞERLİ
819,CONFETİ,KARNAVAL,PARTİ,RENKLİ,ATMAK,KAĞIT
820,LEYLEK,KUŞ,YENİ DOĞAN,GETİRMEK,YUVA,UZUN
821,PARAŞÜT,DÜŞMEK,GÖKYÜZÜ,AÇILMAK,ATLAYIŞ,GÜVENLİK
822,HAMSTER,HAYVAN,ÇARK,KAFAES,KÜÇÜK,EV
823,AVOKADO,MEYVE,YEŞİL,GUAKAMOLE,EGZOTİK,TOST
824,TSUNAMİ,DALGA,DEV,DENİZ,FELAKET,JAPONYA
825,AKILLI EV SİSTEMİ,EV,TEKNOLOJİ,AKILLI,OTOMATİKLEŞTİRMEK,KONTROL
826,PAPARAZZİ,FOTOĞRAFÇILAR,ÜNLÜ,ÜNLÜ,FOTOĞRAF,DEDİKODU
827,BORA,DENİZ,FIRTINA,RÜZGAR,DALGALAR,SEYİR
828,ENERJİ BARI,ATIŞTIRMALIK,ENERJİ,TAHILLAR,ÇİKOLATA,YEMEK
829,HIKIRIK,RAHATSIZLIK,DİYAFRAM,SİNİR BOZUCU,TEKRARLAYAN,NEFES
830,FAREVİ PİPER,SAHTE,FARE,MASAL,ENSTRÜMAN,HAMELİN
831,UYUMSUZLUK,MÜZİK,AKOR,NOTLAR,AKORTSUZ,RAHATSIZLIK
832,BARAKUDA,BALIK,SALDIRGAN,AVCI,DENİZ,DİŞLER
833,ZENCEFİL,KÖK,ACI,BAHARAT,BİTKİ ÇAYI,AROMATİK
834,CHUTNEY,SOS,HİNT,EKŞİ TATLI,BAHARATLI,MANGO
835,TAKASÇI,TAKAS ETMEK,DEĞİŞ TOKUŞ ETMEK,DEVRETMEK,OBJELER,TİCARET
836,HARAKİRİ,JAPON,İNTİHAR,AYİN,SAMURAY,ONUR
837,DEMİRHİNDİ,MEYVE,EGZOTİK,EKŞİ,TROPİKAL,TATLI
838,ÖĞLE UYKUSU,UYKULULUK,YORGUNLUK,YEMEK,SİNDİRİM,ÖĞLEDEN SONRA
839,LEVREK,BALIK,DENİZ,BEYAZ,RESTORAN,AKDENİZ
840,KAĞIT HAMURU,MALZEME,EL İŞİ,MASKELER,EL YAPIMI ÜRÜNLER,YAPIŞTIRICI
841,CİCCHETTO,ALKOL,KÜÇÜK,İÇKİ,KADEH,APERİTİF
842,SOPRANO,MÜZİK,SES,TİZ,ŞARKI,MELODİ
843,KABARTMA,HEYKEL,YÜZEY,ÇIKINTILI,SANAT,DERİNLİK
844,MANGAL,IZGARA,ET,BAHÇE,ATEŞ,YAZ
845,TUTULMA,GÜNEŞ,AY,ASTRONOMİ,KARANLIK,OLAY
846,DALGAKIRAN,KIYI,DENİZ,BARİYER,DALGALAR,KORUMA
847,ÇÜRÜK,MORLUK,CİLT,KAN,ÇÜRÜK,MAVİ
848,LATTE,KAHVALTI,İÇECEK,SICAK,SABAH,FİNCAN
849,SET,SAVUNMA,TAHİKAMAT,KORUMA,SUR,KORUYUCU
850,TRÜF,MANTAR,DEĞERLİ,ARAMA,KÖPEK,BEYAZ
851,ÇARPINTI,DUYGU,KORKU,ÇARPINTI,KALP,DUYGU
852,SKOR TABLOSU,OYUN,SKOR,BİLGİ,BÜYÜK,GÖRÜNTÜLEMEK
853,İTAATKAR,BAŞAT,İTAATKAR,İTAATKAR,UYSAL,İLİŞKİ
854,YEMEK BORUSU,VÜCUT,TÜP,BOĞAZ,MİDE,YUTMAK
855,ÜFLEMELİ BORU,ÜFLEMEK,OKLAR,TÜP,AV,VURMAK
856,KARPUZ,MEYVE,KIRMIZI,YAZ,KARPUZ,ÇEKİRDEK
857,KATAMARAN,TEKNE,ÇİFT,GÖVDE,SEYİR ETMEK,HIZLI
858,BALKABAĞI,TURUNCU,CADILAR BAYRAMI,SEBZE,ÇEKİRDEK,OYMAK
859,DEDİKODU,DEDİKODU,İFTİRA,SÖYLENTİ,DEDİKODU,GIYBET
860,POLTERGEİST,RUH,HAYALET,OLAY,PARANORMAL,RAHATSIZ ETMEK
861,KALAMAR,DENİZ,YUMUŞAKÇA,DOKUNGAÇLAR,SİYAH,KIZARTMA
862,YENMEK,YENMEK,YENMEK,DÜŞMAN,ÜSTESİNDEN GELMEK,RAKİP
863,PENGUİN,ANTARKTİKA,SOĞUK,BUZ,KUŞ,SMOKİN
864,DÜRBÜN,GÖZLEMLEMEK,UZAK,MERCEKLER,FARK ETMEK,BÜYÜTME
865,ŞİŞE AÇACAĞI,ŞARAP,ŞİŞE,AÇMAK,MANTAR,ALET
866,MERHEM,KREM,SÜRMEK,CİLT,MERHEM,SÜRMEK
867,ÖN CAM,ARABA,CAM,ÖN,SİLECEK,KORUMA
868,FIRILDAK,RÜZGAR,RENKLİ,DÖNMEK,ÇOCUKLAR,DÖNDÜRMEK
869,PARAPSİKOLOJİ,OLAYLAR,PARANORMAL,AKIL,BİLİM,TELEPATİ
870,PULLAR,PARLAK,ELBİSE,PULLAR,ELBİSE,DİSKO
871,TİRAMİSU,TATLI,MASKARPONE,SAVOYAR BİSKÜVİSİ,KAHVE,KAKAO
872,KÜÇÜK KAMYON,KÜÇÜK,NAKLİYAT,MAL,KAMYONET,ARAÇ
873,UNA BULAMAK,PİŞİRMEK,UN,GEÇİŞ,SERPMEK,UNA BULAMAK
874,YAVRUCAK,BEBEK,KÜÇÜK,BEBEK,BEBEK,YAVRUCUK
875,ÖNLÜK,BEBEK,YEMEK,KORUMAK,KİRLETMEK,BOYUN
876,MARZİPAN,TATLI,BADEM,HAMUR,ŞEKERCİ,DECORASYON
877,PARANOYA,DÜŞÜNCE,TAKDİP,BOZUKLUK,TAKINTI,ŞÜPHE
878,MASTER ANAHTAR,ANAHTAR,EVRENSEL,AÇMAK,ERİŞİM,KİLİT
879,FESLEĞEN,BİTKİ,YEŞİL,AROMATİK,PESTO,YAPRAKLAR
880,PARAGRAF,METİN,BÖLÜM,KISIM,YAZI,BELGE
881,MAŞA,DUVARCı,HARÇ,ALET,İNŞAAT,DUVAR
882,BAVARİYALI,TATLI,KREM,TATLI,KREMA,JÖLE
883,KELEBEK,BÖCEK,UÇMAK,RENKLİ,KANATLAR,TIRTIL
884,REVERANS,SELAM,SAYGI,EĞİLMEK,HÜRMET,RESMİ
885,HUNİ,DÖKMEK,AĞIZ,DAR,SIVI,YÖNLENDİRMEK
886,ALACA KARANLIK,AKŞAM,IŞIK,AZALMIŞ,GÜN BATIMI,GÜN
887,VIYADÜK,YOL,KÖPRÜ,ÜST GEÇİT,GEÇMEK,ÜZERİNDEN
888,TEZGAH,PAZAR,SATICI,SEYYAR,SERGİ,MAL
889,MELANKOLİ,HÜZÜN,DUYGU,NOSTALJİ,TATLI,DÜŞÜNCELİ
890,PARMİGYANA,PATLICAN,YEMEK,SOS,PEYNİR,GÜNEY
891,FAVOR,SACAKLAR,YÜZ,SAKAL,YANAKLAR,YANAKLAR
892,ŞÖVALE,RESİM,DESTEK,TUVAL,DESTEK,RESSAM
893,OLUKLU KESKİ,OYMA,METAL,KUYUMCU,DECORE ETMEK,HASSASİYET
894,BALALAYKA,ENSTRÜMAN,RUS,MÜZİKAL,TELLER,ÜÇGEN
895,PARANTEZ,AYRAÇ,YUVARLAK,SEMBOL,YAZI,CÜMLE
896,GÜZEL YAZI SANATI,YAZI,ZARİF,GÜZEL,KALEM,SANAT
897,AMUT,JİMNASTİK,SIÇRAMA,SPOR,AKROBATİK,EGZERSİZ
898,KAYIK,KÜÇÜK,SEYİR ETMEK,KAĞIT,ORİGAMİ,SU
899,PUSU,PUSU,SÜRPRİZ,SALDIRI,GİZLİ,BEKLEME
900,İŞE YARAMAZ ŞEY,OBJE,İŞE YARAMAZ,ESKİ,ÖNEMSİZ ŞEY,ANTİKA
901,PAREİDOLİ,OLAY,GÖRÜNTÜLER,YANILSAMA,ALGILAMAK,FARK ETMEK
902,HATTAT,SANATÇI,YAZI,MÜREKKEP HOKKASI,ZARİF,KARAKTERLER
903,KUYU,PLAJ,DENİZ,DALGALAR,KUM,SÜRF
904,BANDOLİYE,KUŞAK,OMUZ,KAYIŞ,ENİNE,Fişek
905,TARANTELLA,DANS,NAPOLİLİ,DANS,GELENEKSEL,TEK
906,BUDAMA MAKASI,MAKAS,KESMEK,BÜYÜK,BAHÇE İŞLERİ,ALET
907,KELİME OYUNU,OYUN,KELİMELER,ÇİFT,ANLAM,KOMİK
